Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos
8,entity,C0205170,Good,qlco,well,623,707,711
8,entity,C0449286,Degree or extent,qnco,degrees,861,729,736
8,entity,C0439230,week,tmco,weeks,888,743,748
11,entity,C1533716,Information,idcn,information,812,837,848
11,entity,C0439227,Hour,tmco,hours,901,865,870
11,entity,C0439148,Unit,qnco,units,742,892,897
11,entity,C0022864,Labor (Childbirth),orgf,labor,583,984,989
11,entity,C0205217,Increased,qnco,increased,583,990,999
12,entity,C1325174,tau-protein kinase activity,moft,GSK,694,1026,1029
12,entity,C1547703,Room,spco,Room,597,1040,1044
12,entity,C0582103,Medical Examination,hlca,exam,1000,1112,1116
13,entity,C1272706,Interval,tmco,Interval,660,1127,1135
13,entity,C3842453,Lively,fndg,lively,660,1185,1191
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205171,Singular,qnco,only,1000,22,26
1,entity,C0205450,Four,qnco,four,1000,42,46
1,entity,C0205451,Five,qnco,five,888,50,54
1,entity,C0178602,Dosage,qnco,doses,888,55,60
1,entity,C0522501,Massive,qlco,marked,888,79,85
2,entity,C0439531,per period (qualifier value),tmco,period,1000,121,127
2,entity,C0040223,Time,tmco,time,1000,131,135
2,entity,C0270724,Infantile Neuroaxonal Dystrophy,dsyn,plans,827,163,168
2,entity,C0606286,LIDA,"irda,orch",Lida,694,209,213
2,entity,C0019664,History,ocdi,history,1000,239,246
2,entity,C0030705,Patients,podg,patient,1000,254,261
3,entity,C0030705,Patients,podg,patient,1000,277,284
3,entity,C0033572,Prostate,bpoc,prostate,1000,309,317
4,entity,C0030705,Patients,podg,patient,1000,343,350
4,entity,C0030705,Patients,podg,patient,1000,371,378
4,entity,C0030705,Patients,podg,patient,1000,399,406
5,entity,C0030705,Patients,podg,patient,1000,445,452
5,entity,C0030705,Patients,podg,patient,1000,473,480
6,entity,C0030705,Patients,podg,patient,1000,496,503
6,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,524,538
6,entity,C0030705,Patients,podg,patient,1000,550,557
6,entity,C0030705,Patients,podg,patient,1000,578,585
7,entity,C0030705,Patients,podg,patient,1000,601,608
8,entity,C0030705,Patients,podg,patient,1000,624,631
8,entity,C0030705,Patients,podg,patient,1000,652,659
8,entity,C0030705,Patients,podg,patient,1000,691,698
8,entity,C0205358,Soft,qlco,soft,888,703,707
8,entity,C1518422,Negation,ftcn,non,888,710,713
8,entity,C0030705,Patients,podg,patient,1000,749,756
9,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,792,806
9,entity,C0817096,Chest,blor,chest,694,825,830
9,entity,C0030705,Patients,podg,patient,1000,846,853
9,entity,C0030705,Patients,podg,patient,1000,874,881
10,entity,C0030705,Patients,podg,patient,1000,897,904
10,entity,C0033572,Prostate,bpoc,prostate,1000,937,945
11,entity,C0030705,Patients,podg,patient,1000,966,973
11,entity,C0205329,Progressive,ftcn,progressive,1000,997,1008
12,entity,C0030705,Patients,podg,patient,1000,1030,1037
12,entity,C0582103,Medical Examination,hlca,exam,1000,1065,1069
13,entity,C0030705,Patients,podg,patient,1000,1076,1083
14,entity,C0205272,Regular,qlco,regular,694,1115,1122
15,entity,C0030705,Patients,podg,patient,1000,1144,1151
15,entity,C0019664,History,ocdi,history,1000,1196,1203
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205171,Singular,qnco,only,1000,22,26
1,entity,C0205450,Four,qnco,four,1000,42,46
1,entity,C0205451,Five,qnco,five,888,50,54
1,entity,C0178602,Dosage,qnco,doses,888,55,60
1,entity,C0522501,Massive,qlco,marked,888,79,85
2,entity,C0439531,per period (qualifier value),tmco,period,1000,121,127
2,entity,C0040223,Time,tmco,time,1000,131,135
2,entity,C0270724,Infantile Neuroaxonal Dystrophy,dsyn,plans,827,163,168
2,entity,C0606286,LIDA,"irda,orch",Lida,694,209,213
2,entity,C0582103,Medical Examination,hlca,exam,1000,262,266
3,entity,C0205090,Right,spco,right,1000,293,298
3,entity,C0030705,Patients,podg,patient,1000,309,316
3,entity,C0030705,Patients,podg,patient,1000,334,341
3,entity,C0205358,Soft,qlco,soft,1000,346,350
3,entity,C0750729,Course,tmco,course,1000,376,382
3,entity,C0332185,Recent,tmco,recent,694,410,416
3,entity,C0522499,Palpable,qlco,palpable,1000,425,433
5,entity,C0457453,On admission,tmco,on admission,1000,474,486
6,entity,C0030705,Patients,podg,patient,1000,493,500
6,entity,C0019664,History,ocdi,history,1000,533,540
6,entity,C0006141,Breast,bpoc,breast,1000,544,550
7,entity,C0030705,Patients,podg,patient,1000,572,579
7,entity,C1883708,Then,tmco,then,1000,584,588
7,entity,C0030705,Patients,podg,patient,1000,593,600
7,entity,C1883708,Then,tmco,then,1000,605,609
7,entity,C0030705,Patients,podg,patient,1000,614,621
8,entity,C0030705,Patients,podg,patient,1000,628,635
8,entity,C0439178,percent positive cells,qnco,positive,1000,684,692
8,entity,C0439178,percent positive cells,qnco,positive,1000,697,705
9,entity,C0030705,Patients,podg,patient,1000,712,719
9,entity,C0205183,Benign,qlco,benign,1000,729,735
10,entity,C0030705,Patients,podg,patient,1000,748,755
10,entity,C0030705,Patients,podg,patient,1000,773,780
10,entity,C1518422,Negation,ftcn,not,1000,785,788
10,entity,C0015450,Face,blor,facial,1000,793,799
10,entity,C0015944,"Fetal Membranes, Premature Rupture",patf,prom,1000,821,825
10,entity,C0030705,Patients,podg,patient,861,852,859
11,entity,C0185115,Extraction,topp,removal,1000,881,888
12,entity,C0205231,Extensive,qlco,extensive,1000,912,921
12,entity,C0230416,Left lower extremity,bpoc,left lower extremities,1000,925,947
13,entity,C1273870,Management procedure,ocac,managed,1000,977,984
13,entity,C0030705,Patients,podg,patient,1000,991,998
14,entity,C0030705,Patients,podg,patient,1000,1018,1025
14,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,1037,1051
14,entity,C0205091,Left,spco,left,694,1059,1063
15,entity,C0030705,Patients,podg,patient,1000,1080,1087
15,entity,C0205091,Left,spco,left,1000,1108,1112
15,entity,C0439178,percent positive cells,qnco,positive,1000,1117,1125
16,entity,C1823113,SPRN gene,gngm,sho,888,1132,1135
16,entity,C0205358,Soft,qlco,soft,888,1136,1140
16,entity,C0000726,Abdomen,blor,abdomen,1000,1152,1159
17,entity,C0205329,Progressive,ftcn,progressive,1000,1164,1175
17,entity,C0008031,Chest Pain,sosy,chest pain,1000,1179,1189
17,entity,C0085732,Ability,orga,able,1000,1193,1197
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205171,Singular,qnco,only,1000,22,26
1,entity,C0205450,Four,qnco,four,1000,42,46
1,entity,C0205451,Five,qnco,five,888,50,54
1,entity,C0178602,Dosage,qnco,doses,888,55,60
1,entity,C0522501,Massive,qlco,marked,888,79,85
2,entity,C0439531,per period (qualifier value),tmco,period,1000,121,127
2,entity,C0040223,Time,tmco,time,1000,131,135
2,entity,C0270724,Infantile Neuroaxonal Dystrophy,dsyn,plans,827,163,168
2,entity,C0606286,LIDA,"irda,orch",Lida,802,209,213
4,entity,C0030705,Patients,podg,Patient,1000,236,243
4,entity,C1518422,Negation,ftcn,not,1000,248,251
5,entity,C0743223,Disposition,qlco,DISPOSITION,694,281,292
5,entity,C1425988,ALYREF gene,gngm,Bef,632,307,310
6,entity,C0024485,Magnetic Resonance Imaging,diap,Mr,694,345,347
7,entity,C0205251,low,qlco,low,597,438,441
7,entity,C1847322,PATE1 gene,gngm,pate,888,457,461
7,entity,C0018966,Heme,"bacs,orch",heme,888,462,466
9,entity,C0205453,Seven,qnco,Seven,802,523,528
9,entity,C0019994,Hospitals,"hcro,mnob",Hospital,802,543,551
9,entity,C0027530,Neck,blor,neck,1000,597,601
10,entity,C0806915,Medication.discharge,fndg,DISCHARGE MEDICATIONS,1000,638,659
10,entity,C0857322,anaemic,fndg,aneMic,1000,688,694
11,entity,C0026597,Motion,npop,motion,694,721,727
12,entity,C1518422,Negation,ftcn,not,1000,782,785
13,entity,C0030705,Patients,podg,patient,1000,806,813
13,entity,C0205042,Coronary artery,bpoc,coronary artery,901,818,833
13,entity,C0332173,Daily,tmco,day,901,834,837
13,entity,C0582103,Medical Examination,hlca,exam,1000,862,866
14,entity,C0455610,H/O: surgery,fndg,PAST SURGICAL HISTORY,1000,869,890
14,entity,C0026234,Plicamycin,"antb,irda,orch",Mith,694,893,897
14,entity,C0441471,Event,evnt,events,1000,922,928
14,entity,C3853545,Negative - answer,qlco,neg,694,944,947
14,entity,C1424494,PAPD7 gene,gngm,pols,754,956,960
14,entity,C0392360,Indication of (contextual qualifier),idcn,indications,754,970,981
14,entity,C2355627,Ventricle,bpoc,ventricle,754,994,1003
15,entity,C0205171,Singular,qnco,only,799,1040,1044
16,entity,C0019994,Hospitals,"hcro,mnob",Hospital,694,1092,1100
16,entity,C0205329,Progressive,ftcn,progressive,790,1124,1135
16,entity,C0449719,Part,spco,portion,790,1136,1143
17,entity,C0455610,H/O: surgery,fndg,PAST SURGICAL HISTORY,1000,1146,1167
17,entity,C0205494,Neurologic (qualifier value),qlco,neurological,623,1189,1201
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205171,Singular,qnco,only,1000,22,26
1,entity,C0205450,Four,qnco,four,1000,42,46
1,entity,C0205451,Five,qnco,five,888,50,54
1,entity,C0178602,Dosage,qnco,doses,888,55,60
1,entity,C0522501,Massive,qlco,marked,888,79,85
2,entity,C0439531,per period (qualifier value),tmco,period,1000,121,127
2,entity,C0040223,Time,tmco,time,1000,131,135
2,entity,C0270724,Infantile Neuroaxonal Dystrophy,dsyn,plans,827,163,168
2,entity,C0606286,LIDA,"irda,orch",Lida,888,209,213
2,entity,C1425988,ALYREF gene,gngm,ref,645,252,255
3,entity,C2926602,"Discharge, body substance",bdsu,DISCHARGE,1000,279,288
6,entity,C2926602,"Discharge, body substance",bdsu,DISCHARGE,694,361,370
6,entity,C0205307,Normal,qlco,normals,627,454,461
7,entity,C0535666,diethyl methanephosphonate,orch,Demp,827,514,518
8,entity,C0205307,Normal,qlco,normal,1000,551,557
8,entity,C0030705,Patients,podg,patient,1000,576,583
8,entity,C1333887,H19 gene,gngm,H19,1000,623,626
9,entity,C0004916,Beds,mnob,bed,550,652,655
9,entity,C0808270,Time 2,fndg,times 9prasures .2,550,684,702
9,entity,C1313407,"HAVCR1 protein, human","aapp,imft,rcpt",tim,694,734,737
9,entity,C4288581,Notable,qlco,notable,1000,814,821
9,entity,C1955434,SCB,lbpr,SCB,888,843,846
9,entity,C0019664,History,ocdi,HISTORY,888,847,854
9,entity,C0150312,Present,fndg,PRESENT,694,858,865
10,entity,C1518422,Negation,ftcn,not,694,910,913
11,entity,C0205170,Good,qlco,well,1000,975,979
12,entity,C0030705,Patients,podg,patient,694,1006,1013
12,entity,C0439178,percent positive cells,qnco,positive,632,1043,1051
12,entity,C0031843,physiological aspects,phsf,function,660,1101,1109
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205170,Good,qlco,well,861,25,29
2,entity,C0332173,Daily,tmco,day,790,49,52
2,entity,C0205449,Three,qnco,three,790,53,58
2,entity,C0030705,Patients,podg,patient,1000,65,72
2,entity,C0237881,Statistical Significance,qnco,significant,875,92,103
2,entity,C0205091,Left,spco,left,875,113,117
2,entity,C0749341,thigh pain anterior,sosy,anterior left thigh pain,875,104,128
2,entity,C0040597,Traction,topp,traction,1000,153,161
2,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,166,174
2,entity,C0543467,Operative Surgical Procedures,topp,operation,1000,186,195
3,entity,C1979579,post transfusion,tmco,Post transfusion,1000,198,214
3,entity,C0018792,Heart Atrium,bpoc,atrial,888,262,268
3,entity,C0220913,Manufactured sign,mnob,signs,888,269,274
3,entity,C0018801,Heart failure,dsyn,heart failure,861,312,325
4,entity,C0030705,Patients,podg,patient,1000,332,339
4,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,360,368
4,entity,C0030705,Patients,podg,patient,1000,373,380
4,entity,C1883708,Then,tmco,then,1000,385,389
4,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,399,405
4,entity,C0302908,Liquid substance,sbst,fluids,861,453,459
5,entity,C0015385,Limb structure,bpoc,extremities,1000,485,496
5,entity,C1518422,Negation,ftcn,not,1000,502,505
5,entity,C0030705,Patients,podg,patient,1000,510,517
5,entity,C0332272,Better,qlco,better,1000,522,528
5,entity,C0030705,Patients,podg,patient,1000,533,540
5,entity,C1883708,Then,tmco,then,1000,545,549
5,entity,C0018792,Heart Atrium,bpoc,atrial,888,613,619
5,entity,C0557854,Services,ocac,service,888,620,627
5,entity,C0015385,Limb structure,bpoc,extremities,1000,650,661
6,entity,C0030705,Patients,podg,patient,1000,668,675
6,entity,C1883708,Then,tmco,then,1000,680,684
6,entity,C0015385,Limb structure,bpoc,extremities,1000,705,716
6,entity,C0000737,Abdominal Pain,sosy,abdominal pain,1000,725,739
7,entity,C0030705,Patients,podg,patient,1000,746,753
7,entity,C1883708,Then,tmco,then,1000,758,762
7,entity,C0332254,Supple,ftcn,supple,1000,767,773
7,entity,C0488549,Hospital course:Finding:Point in time:^Patient:Narrative,clna,hospital course,1000,781,796
7,entity,C0441998,Left anterior,spco,left anterior,901,814,827
7,entity,C0439228,day,tmco,days,901,828,832
8,entity,C0030705,Patients,podg,patient,1000,839,846
9,entity,C0030705,Patients,podg,patient,1000,888,895
10,entity,C0030705,Patients,podg,patient,1000,915,922
10,entity,C1883708,Then,tmco,then,1000,927,931
10,entity,C0750729,Course,tmco,course,861,967,973
11,entity,C0030705,Patients,podg,patient,1000,980,987
11,entity,C1883708,Then,tmco,then,1000,992,996
11,entity,C0030705,Patients,podg,patient,1000,1016,1023
11,entity,C0015385,Limb structure,bpoc,extremities,1000,1044,1055
12,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,1082,1090
12,entity,C0030705,Patients,podg,patient,1000,1095,1102
12,entity,C1883708,Then,tmco,then,1000,1107,1111
12,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,1129,1149
13,entity,C0030705,Patients,podg,patient,1000,1156,1163
13,entity,C0332272,Better,qlco,better,1000,1168,1174
13,entity,C0205170,Good,qlco,well,1000,1180,1184
13,entity,C0030705,Patients,podg,patient,1000,1189,1196
13,entity,C0332254,Supple,ftcn,supple,1000,1201,1207
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205170,Good,qlco,well,861,25,29
2,entity,C0332173,Daily,tmco,day,790,49,52
2,entity,C0205449,Three,qnco,three,790,53,58
2,entity,C0030705,Patients,podg,patient,1000,65,72
2,entity,C0237881,Statistical Significance,qnco,significant,875,92,103
2,entity,C0205091,Left,spco,left,875,113,117
2,entity,C0749341,thigh pain anterior,sosy,anterior left thigh pain,875,104,128
2,entity,C0040597,Traction,topp,traction,1000,153,161
2,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,166,174
2,entity,C0543467,Operative Surgical Procedures,topp,operation,1000,186,195
3,entity,C1979579,post transfusion,tmco,Post transfusion,1000,198,214
3,entity,C0205178,acute,tmco,acute,1000,225,230
3,entity,C0439227,Hour,tmco,hour,861,240,244
3,entity,C0030705,Patients,podg,patient,1000,249,256
3,entity,C0205249,Healed,ftcn,healed,1000,268,274
4,entity,C0030705,Patients,podg,patient,1000,281,288
4,entity,C0000726,Abdomen,blor,abdominal,694,299,308
4,entity,C0019994,Hospitals,"hcro,mnob",hospital,694,328,336
4,entity,C0030705,Patients,podg,patient,1000,356,363
4,entity,C0750729,Course,tmco,course,1000,374,380
5,entity,C0030705,Patients,podg,patient,1000,397,404
5,entity,C2926602,"Discharge, body substance",bdsu,discharge,861,421,430
5,entity,C0008031,Chest Pain,sosy,chest pain,1000,468,478
5,entity,C0030705,Patients,podg,patient,1000,486,493
5,entity,C0027651,Neoplasms,neop,tumor,1000,498,503
5,entity,C0205183,Benign,qlco,benign,1000,514,520
5,entity,C0441998,Left anterior,spco,left anterior,901,530,543
5,entity,C0439228,day,tmco,days,901,544,548
5,entity,C0000726,Abdomen,blor,abdominal,851,555,564
5,entity,C0205386,Descending,qlco,descending,851,565,575
5,entity,C0442824,Very,qlco,very,851,576,580
5,entity,C0030705,Patients,podg,patient,1000,589,596
5,entity,C0009818,Consultation,hlca,consultation,861,627,639
5,entity,C0030705,Patients,podg,patient,1000,646,653
6,entity,C0030705,Patients,podg,patient,1000,660,667
6,entity,C0205183,Benign,qlco,benign,1000,672,678
6,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,703,709
6,entity,C0013227,Pharmaceutical Preparations,phsu,medications,1000,718,729
7,entity,C0262926,Medical History,fndg,PAST MEDICAL HISTORY,1000,732,752
7,entity,C0030705,Patients,podg,patient,1000,759,766
7,entity,C1883708,Then,tmco,then,1000,818,822
7,entity,C0030705,Patients,podg,patient,1000,832,839
7,entity,C0679006,Decision,menp,call,1000,900,904
7,entity,C0008031,Chest Pain,sosy,chest pain,1000,929,939
7,entity,C0205231,Extensive,qlco,extensive,888,964,973
7,entity,C0086787,Percocet,"orch,phsu",percocet,888,974,982
8,entity,C0030705,Patients,podg,patient,1000,989,996
8,entity,C0587438,Day hospital,"hcro,mnob",hospital day,1000,1068,1080
9,entity,C0262926,Medical History,fndg,PAST MEDICAL HISTORY,1000,1083,1103
9,entity,C0030705,Patients,podg,patient,1000,1110,1117
9,entity,C1514902,Restart,qlco,restarted,966,1145,1154
9,entity,C0013987,Emotions,menp,felt,966,1166,1170
9,entity,C0030705,Patients,podg,patient,1000,1185,1192
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205170,Good,qlco,well,861,25,29
2,entity,C0332173,Daily,tmco,day,790,49,52
2,entity,C0205449,Three,qnco,three,790,53,58
2,entity,C0030705,Patients,podg,patient,1000,65,72
2,entity,C0237881,Statistical Significance,qnco,significant,875,92,103
2,entity,C0205091,Left,spco,left,875,113,117
2,entity,C0749341,thigh pain anterior,sosy,anterior left thigh pain,875,104,128
2,entity,C0040597,Traction,topp,traction,1000,153,161
2,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,166,174
2,entity,C0543467,Operative Surgical Procedures,topp,operation,1000,186,195
3,entity,C1979579,post transfusion,tmco,Post transfusion,1000,198,214
3,entity,C0013987,Emotions,menp,felt,566,219,223
3,entity,C1883708,Then,tmco,then,566,224,228
3,entity,C0562551,Shouting,fndg,shout,745,245,250
3,entity,C1517331,Further,spco,further,745,257,264
3,entity,C1419141,PVR gene,gngm,PVS,745,294,297
4,entity,C0021853,Intestines,bpoc,bowel,861,406,411
4,entity,C1517331,Further,spco,further,1000,432,439
4,entity,C0332254,Supple,ftcn,supple,694,453,459
4,entity,C2348358,EDNRA wt Allele,gngm,eta,1000,487,490
4,entity,C0030705,Patients,podg,patient,1000,495,502
4,entity,C0205170,Good,qlco,good,1000,503,507
5,entity,C0026597,Motion,npop,motion,861,554,560
5,entity,C0004600,Back,blor,back,1000,642,646
7,entity,C0030705,Patients,podg,patient,1000,697,704
7,entity,C1561954,tube,mnob,tube,1000,709,713
7,entity,C0332149,Possible,fndg,possible,1000,718,726
8,entity,C0699129,Coumadin,"orch,phsu",Coumadin,694,748,756
8,entity,C0015450,Face,blor,face,1000,780,784
9,entity,C0332232,Approximate,qlco,about,660,794,799
10,entity,C1415254,GPR83 gene,gngm,GIR,888,819,822
10,entity,C4321457,Examination,acty,examination,861,862,873
10,entity,C0025664,Methods aspects,ftcn,procedures,1000,912,922
11,entity,C1517331,Further,spco,further,660,929,936
11,entity,C0349707,Aspiration-action,topp,aspiration,1000,971,981
11,entity,C0817096,Chest,blor,chest,794,1005,1010
11,entity,C0034571,roentgenographic,ftcn,#NAME?,794,1012,1016
11,entity,C0031843,physiological aspects,phsf,function,1000,1024,1032
11,entity,C1517331,Further,spco,further,802,1037,1044
11,entity,C0439659,Beginning,tmco,start,580,1175,1180
11,entity,C0205170,Good,qlco,well,580,1199,1203
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0205170,Good,qlco,well,861,25,29
2,entity,C0332173,Daily,tmco,day,790,49,52
2,entity,C0205449,Three,qnco,three,790,53,58
2,entity,C0030705,Patients,podg,patient,1000,65,72
2,entity,C0237881,Statistical Significance,qnco,significant,875,92,103
2,entity,C0205091,Left,spco,left,875,113,117
2,entity,C0749341,thigh pain anterior,sosy,anterior left thigh pain,875,104,128
2,entity,C0040597,Traction,topp,traction,1000,153,161
2,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,166,174
2,entity,C0543467,Operative Surgical Procedures,topp,operation,1000,186,195
3,entity,C1979579,post transfusion,tmco,Post transfusion,1000,198,214
4,entity,C0439230,week,tmco,weeks,1000,285,290
6,entity,C1561954,tube,mnob,tube,632,391,395
6,entity,C0750430,work up,diap,workup,555,436,442
6,entity,C0205265,Initially,tmco,initial,555,443,450
6,entity,C0043250,Injury wounds,inpo,wound,555,451,456
7,entity,C1422835,SLC38A4 gene,gngm,paat,861,479,483
7,entity,C0043250,Injury wounds,inpo,wound,740,504,509
7,entity,C0016820,Funds,qnco,fund,660,567,571
7,entity,C0439659,Beginning,tmco,Start,645,620,625
7,entity,C0337664,Smoker,fndg,smoker,694,649,655
7,entity,C0043250,Injury wounds,inpo,wound,632,701,706
8,entity,C0348078,Qualitative form,qlco,formal,547,723,729
8,entity,C1282910,Upper,spco,upper,547,730,735
8,entity,C0205178,acute,tmco,acute,660,831,836
8,entity,C0019664,History,ocdi,history,1000,853,860
9,entity,C0030705,Patients,podg,patient,1000,867,874
9,entity,C0521114,Infrequent,tmco,occasional,1000,893,903
9,entity,C4283800,GJB2 wt Allele,gngm,hid,694,933,936
9,entity,C0030705,Patients,podg,patient,1000,955,962
10,entity,C0000737,Abdominal Pain,sosy,abdominal pain,1000,1026,1040
11,entity,C0205217,Increased,qnco,increased,660,1118,1127
11,entity,C0004922,Beer,food,beer,583,1182,1186
11,entity,C0205145,Site,spco,site,583,1187,1191
11,entity,C0205307,Normal,qlco,normal,694,1208,1214
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0019664,History,ocdi,history,1000,24,31
1,entity,C0746977,obesity maternal,fndg,Maternal Obesity,1000,37,53
1,entity,C2242554,Streptococcus colonisation,fndg,Streptococcal Colonization,964,56,82
1,entity,C0040128,Thyroid Diseases,dsyn,Thyroid Disease,1000,85,100
1,entity,C0326287,Ant-thrush (organism),bird,Nos,1000,103,106
1,entity,C0019664,History,ocdi,history,1000,109,116
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,120,139
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,143,152
1,entity,C0230003,Vertex,blor,Vertex,875,167,173
1,entity,C0269694,Normal delivery procedure,topp,Spontaneous Vertex Vaginal Delivery,875,155,190
1,entity,C0019664,History,ocdi,HISTORY,875,191,198
1,entity,C0392360,Indication of (contextual qualifier),idcn,REASON,1000,203,209
1,entity,C0488549,Hospital course:Finding:Point in time:^Patient:Narrative,clna,HOSPITAL COURSE,1000,214,229
1,entity,C0443288,Restricted,ftcn,Restriction,1000,235,246
1,entity,C0443288,Restricted,ftcn,Restrictions,966,252,264
1,entity,C1138603,Provider,ftcn,Provider,790,302,310
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,901,313,316
1,entity,C0586177,Report status,fndg,Report Status,901,317,330
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,342,345
1,entity,C0586177,Report status,fndg,Report Status,824,346,359
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,371,374
1,entity,C0586177,Report status,fndg,Report Status,824,375,388
1,entity,C1555319,discharge diagnosis,fndg,DISCHARGE DIAGNOSES,867,400,419
1,entity,C0205307,Normal,qlco,NORMAL,824,432,438
1,entity,C2361123,Discharge date,tmco,DISCHARGE DATE,824,439,453
1,entity,C1138603,Provider,ftcn,Provider,790,474,482
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,901,485,488
1,entity,C0586177,Report status,fndg,Report Status,901,489,502
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,514,517
1,entity,C0586177,Report status,fndg,Report Status,824,518,531
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,543,546
1,entity,C0586177,Report status,fndg,Report Status,824,547,560
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,572,575
1,entity,C0586177,Report status,fndg,Report Status,824,576,589
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,601,604
1,entity,C0586177,Report status,fndg,Report Status,824,605,618
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,630,633
1,entity,C0586177,Report status,fndg,Report Status,824,634,647
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,659,662
1,entity,C0586177,Report status,fndg,Report Status,824,663,676
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,688,691
1,entity,C0586177,Report status,fndg,Report Status,824,692,705
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,717,720
1,entity,C0586177,Report status,fndg,Report Status,824,721,734
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,746,749
1,entity,C0586177,Report status,fndg,Report Status,824,750,763
1,entity,C1555319,discharge diagnosis,fndg,DISCHARGE DIAGNOSES,867,775,794
1,entity,C2361123,Discharge date,tmco,DISCHARGE DATE,1000,797,811
1,entity,C1138603,Provider,ftcn,Provider,790,834,842
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,901,845,848
1,entity,C0586177,Report status,fndg,Report Status,901,849,862
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,874,877
1,entity,C0586177,Report status,fndg,Report Status,824,878,891
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,903,906
1,entity,C0586177,Report status,fndg,Report Status,824,907,920
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,932,935
1,entity,C0586177,Report status,fndg,Report Status,824,936,949
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,961,964
1,entity,C0586177,Report status,fndg,Report Status,824,965,978
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,990,993
1,entity,C0586177,Report status,fndg,Report Status,824,994,1007
1,entity,C0451119,Diagnostic interview schedule,inpr,DIS,824,1019,1022
1,entity,C0586177,Report status,fndg,Report Status,824,1023,1036
1,entity,C1555319,discharge diagnosis,fndg,DISCHARGE DIAGNOSES,867,1048,1067
1,entity,C0013470,Eating,orgf,EAT,901,1082,1085
1,entity,C2361123,Discharge date,tmco,DISCHARGE DATE,901,1086,1100
1,entity,C1549739,Provider number,idcn,Provider Number,824,1123,1138
1,entity,C0586514,Discharge status,fndg,Discharge Status,901,1146,1162
1,entity,C3864299,Discharge time,tmco,Discharge Date / Time,913,1165,1186
1,entity,C2361123,Discharge date,tmco,DISCHARGE DATE,840,1200,1214
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0019664,History,ocdi,history,1000,24,31
1,entity,C0746977,obesity maternal,fndg,Maternal Obesity,1000,37,53
1,entity,C2242554,Streptococcus colonisation,fndg,Streptococcal Colonization,964,56,82
1,entity,C0040128,Thyroid Diseases,dsyn,Thyroid Disease,1000,85,100
1,entity,C0326287,Ant-thrush (organism),bird,Nos,1000,103,106
1,entity,C0019664,History,ocdi,history,1000,109,116
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,120,139
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,143,152
1,entity,C0230003,Vertex,blor,Vertex,875,167,173
1,entity,C0269694,Normal delivery procedure,topp,Spontaneous Vertex Vaginal Delivery,875,155,190
1,entity,C0019664,History,ocdi,HISTORY,875,191,198
1,entity,C0392360,Indication of (contextual qualifier),idcn,REASON,1000,203,209
