Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0871744,Fame,idcn,fame,775,340,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0439148,Unit,qnco,UNIT,537,348,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0600587,Primed In Situ Labeling,mbrt,PRIN-IINCUSANNA,537,353,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0012265,Digoxin,"orch,phsu",digoxin,713,407,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,455,463,Her  3.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,,,gngm,Her  3,1000,455,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,463,515,diurethorthress on ethargs rout ischex or fibroly .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,515,700,ADMIT DIAGNOSIS : Extensive : PCP Name openb re ENTURD DIAGNOSIS : chyst vale was broin bal this dang adenopathy : Neftherwerigng tracthephible left refumering showed contriupity 194 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0011900,Diagnosis,diap,DIAGNOSIS,1000,521,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205231,Extensive,qlco,Extensive,1000,533,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C1535939,Pneumocystis jiroveci pneumonia,dsyn,PCP,740,545,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0027365,Name,inpr,Name,740,549,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0011900,Diagnosis,diap,DIAGNOSIS,740,570,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,,,gngm,bal,1000,603,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0497156,Lymphadenopathy,dsyn,adenopathy,861,617,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205091,Left,spco,left,645,659,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,700,755,"1/ right she is chest mesk incitster bone , no taken .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0205090,Right,spco,right,888,703,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0066020,MESK,sbst,mesk,806,722,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0682596,thoracic bone,tisu,chest mesk incitster bone,806,716,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,755,867,"Reesor IINNET and Asgan Trans ADMIS ON : LUPEDEMT , PRELITE  UNIT No SU-gray POLATION : ZNorially ) 0.52/0803 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0558141,Transsexual (finding),fndg,Trans,660,779,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0439148,Unit,qnco,UNIT,861,816,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1269776,Gray color,qlco,gray,623,827,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,867,919,ASSOCIATED DIAGNOSIS : casconbine PHYSSOPIP SSOUS6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0011900,Diagnosis,diap,DIAGNOSIS,861,878,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,919,962,Tysturife ceftrusk created bacive drilic .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,962,1053,"Plession had warkumated infanturectoly ex artiology , astible hyperthoppers , Actus 5 M.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C2620455,Actus,euka,Actus,824,1040,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C1512018,Doctor of Medicine,inpr,M.D,824,1048,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,1053,1128,", a mp c.irroid , but and postoperative day EBPO Endoorated 40 h 5-20 b.i.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C3842674,Day 5,fndg,day EBPO Endoorated 40 h 5,724,1093,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,1128,1130,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,text,1130,1206,DICT LAL Showing physical exerciallically was hadkaling was ulter hyperkly g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C1416865,LIPA gene,gngm,LAL,861,1135,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0205485,Physical,ftcn,physical,694,1147,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,232,"Test Data 021: oronary artery bypass graft times three with left internal mammary artery to left anterior descending artery , saphenous vein graft to posterior descending artery , and saphenous vein graft to diagonal , and intact .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0003842,Arteries,bpoc,artery,787,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0185098,Bypass graft,topp,bypass graft,787,30,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0040223,Time,tmco,times,787,43,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205449,Three,qnco,three,787,49,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0447054,Left internal mammary artery,bpoc,left internal mammary artery,1000,60,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0441998,Left anterior,spco,left anterior,861,92,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205386,Descending,qlco,descending,861,106,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0003842,Arteries,bpoc,artery,861,117,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0729538,Saphenous vein graft,bpoc,saphenous vein graft,1000,126,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0226047,Posterior interventricular branch of right coronary artery,bpoc,posterior descending artery,1000,150,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0729538,Saphenous vein graft,bpoc,saphenous vein graft,1000,184,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0443198,Diagonal,spco,diagonal,1000,208,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205266,Intact,qlco,intact,1000,223,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,232,315,The patient was admitted to the secondary to have complication of the right pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0030705,Patients,podg,patient,1000,236,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0027627,Neoplasm Metastasis,neop,secondary,1000,264,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0009566,Complication,patf,complication,1000,282,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0205090,Right,spco,right,888,302,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0030193,Pain,sosy,pain,888,308,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,relation,2,1,C0009566,patf,,,0,,,,,,,,,,1000,282,294,AUX,PROCESS_OF,,277,281,2,2,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,236,243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,315,398,The patient was admitted to the patient was admitted to the left lower extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0030705,Patients,podg,patient,1000,319,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0030705,Patients,podg,patient,1000,347,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,375,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,398,505,"The patient was admitted to the total patient , and the patient was admitted to the left lower extremity .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,402,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0439175,% of total,qnco,total,888,430,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,888,436,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,454,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,482,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,505,555,The patient was admitted to the lower extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,1000,509,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0023216,Lower Extremity,bpoc,lower extremity,1000,537,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,555,610,The patient was admitted to the left lower extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,559,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,587,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,610,706,The patient was admitted to the anterior recent to the patient was admitted to the right pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,614,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0205094,Anterior,spco,anterior,888,642,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0332185,Recent,tmco,recent,888,651,657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,665,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0205090,Right,spco,right,888,693,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030193,Pain,sosy,pain,888,699,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,706,810,"The patient was admitted to the right pain , and the patient was admitted to the left lower extremity .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030705,Patients,podg,patient,1000,710,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205090,Right,spco,right,888,738,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030193,Pain,sosy,pain,888,744,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030705,Patients,podg,patient,1000,759,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,787,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,810,922,The patient was admitted to the patient was admitted to the patient was admitted to the right lower extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,814,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,842,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030705,Patients,podg,patient,1000,870,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0230415,Right lower extremity,bpoc,right lower extremity,1000,898,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,922,967,The patient was admitted to the total pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,926,933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0439175,% of total,qnco,total,888,954,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030193,Pain,sosy,pain,888,960,964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,967,1107,The patient was admitted to the hospital was admitted to the patient was admitted to the patient was admitted to the left lower extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,971,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,999,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,1028,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,1056,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,1084,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,1107,1211,The patient was admitted to the left present and the patient was admitted to the left lower extremity .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,1111,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205091,Left,spco,left,888,1139,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0150312,Present,fndg,present,888,1144,1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,1160,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,1188,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,1211,1214,The,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,454,"Test Data 022: oronary artery bypass graft times three with left internal mammary artery to left anterior descending artery , saphenous vein graft to posterior descending artery , and saphenous vein graft to diagonal , her chest x-ray on postoperative day she is tolerated were negative bowel seen on the day of a cath end pain and worsening on the right upper right lower oxygen of the right and a normal that of the systal and she encep at that time .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0003842,Arteries,bpoc,artery,787,23,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0185098,Bypass graft,topp,bypass graft,787,30,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0040223,Time,tmco,times,787,43,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205449,Three,qnco,three,787,49,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0447054,Left internal mammary artery,bpoc,left internal mammary artery,1000,60,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0441998,Left anterior,spco,left anterior,861,92,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205386,Descending,qlco,descending,861,106,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0003842,Arteries,bpoc,artery,861,117,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0729538,Saphenous vein graft,bpoc,saphenous vein graft,1000,126,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0226047,Posterior interventricular branch of right coronary artery,bpoc,posterior descending artery,1000,150,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0729538,Saphenous vein graft,bpoc,saphenous vein graft,1000,184,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0443198,Diagonal,spco,diagonal,1000,208,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0817096,Chest,blor,chest,901,223,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0034571,roentgenographic,ftcn,#NAME?,901,230,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0332173,Daily,tmco,day,861,252,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205160,Negative,fndg,negative,888,278,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0021853,Intestines,bpoc,bowel,888,287,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0332173,Daily,tmco,day,1000,305,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0444930,End,spco,end,790,319,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0030193,Pain,sosy,pain,790,323,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1457868,Worse,fndg,worsening,1000,332,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1180150,Right superior,spco,right upper,812,349,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0030054,Oxygen,"bacs,elii,phsu",oxygen,812,373,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205090,Right,spco,right,1000,387,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0205307,Normal,qlco,normal,1000,399,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0040223,Time,tmco,time,1000,447,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,relation,8,4,C0003842,bpoc,,,0,,,,,,,,,,861,117,123,ADJ,PART_OF,negation,278,286,8,0,C0021853,Intestines,bpoc,bpoc,,,bowel,,,0,888,287,292
1,relation,8,4,C0226047,bpoc,,,0,,,,,,,,,,1000,150,177,ADJ,PART_OF,negation,278,286,8,0,C0021853,Intestines,bpoc,bpoc,,,bowel,,,0,888,287,292
1,relation,8,4,C0447054,bpoc,,,0,,,,,,,,,,1000,60,88,ADJ,PART_OF,negation,278,286,8,0,C0021853,Intestines,bpoc,bpoc,,,bowel,,,0,888,287,292
1,relation,8,4,C0729538,bpoc,,,0,,,,,,,,,,1000,126,146,ADJ,PART_OF,negation,278,286,8,0,C0021853,Intestines,bpoc,bpoc,,,bowel,,,0,888,287,292
1,relation,8,4,C0729538,bpoc,,,0,,,,,,,,,,1000,184,204,ADJ,PART_OF,negation,278,286,8,0,C0021853,Intestines,bpoc,bpoc,,,bowel,,,0,888,287,292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,454,486,The patient has had an exeman .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0030705,Patients,podg,patient,1000,458,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,486,561,The patient has a that the patient was admitted to a patient was albsess .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0030705,Patients,podg,patient,1000,490,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0030705,Patients,podg,patient,1000,513,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,entity,C0030705,Patients,podg,patient,1000,539,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,561,656,"The patient was admitted on anterolated and cancer , and her cardiac recent tower on the day .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0030705,Patients,podg,patient,1000,565,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0006826,Malignant Neoplasms,neop,cancer,1000,605,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0018787,Heart,bpoc,cardiac,851,622,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0332185,Recent,tmco,recent,851,630,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C1710443,Tower,mnob,tower,851,637,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0332173,Daily,tmco,day,1000,650,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,656,768,The patient was admitted to the right upper for for a total demonstrated at that time and recommend condition .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,1000,660,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C1180150,Right superior,spco,right upper,1000,688,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0439175,% of total,qnco,total,1000,710,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0040223,Time,tmco,time,1000,737,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0012634,Disease,dsyn,condition,1000,756,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,768,898,"The patient was admitted to the anticional , and was discharged on the right upper full for a cortective to decreasingling pain .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030705,Patients,podg,patient,1000,772,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C1180150,Right superior,spco,right upper,901,839,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0443225,Full,qlco,full,901,851,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0030193,Pain,sosy,pain,861,891,895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,898,998,"The extremities : The patient was admitted to the , and the patient was admitted to the extremity .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0015385,Limb structure,bpoc,extremities,1000,902,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,920,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,1000,958,965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0015385,Limb structure,bpoc,extremity,1000,986,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,998,1080,"The patient was admitted to the last to the day one , the patient has a disease .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030705,Patients,podg,patient,1000,1002,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C1517741,Last,qlco,last,1000,1030,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0332173,Daily,tmco,day,888,1042,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205447,One,qnco,one,888,1046,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0030705,Patients,podg,patient,1000,1056,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0012634,Disease,dsyn,disease,1000,1070,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,relation,1,1,C0012634,dsyn,,,0,,,,,,,,,,1000,1070,1077,AUX,PROCESS_OF,,1064,1067,4,1,C0030705,Patients,"podg,humn",humn,,,patient,,,0,1000,1056,1063
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,1080,1121,He has aspirin postoperative day twine .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0004057,Aspirin,"orch,phsu",aspirin,597,1087,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0332173,Daily,tmco,day,597,1109,1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,1121,1215,"Chistone , responsic status on advanced with a creatinine of the right ventricular pressure wa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0449438,Status,qlco,status,861,1142,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0010294,Creatinine,"bacs,orch",creatinine,1000,1168,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
